Arm,N_Covariates,N_SMD_gt_0.1,Pct_SMD_gt_0.1,N_SMD_gt_0.25,Pct_SMD_gt_0.25,Max_Abs_SMD
TP1,74,59,0.7972972972972973,46,0.6216216216216216,5.8878405775518985
TP2,74,68,0.918918918918919,57,0.7702702702702703,2.390457218668787
TP3,74,66,0.8918918918918919,53,0.7162162162162162,4.20883424647321
TP4,74,62,0.8378378378378378,40,0.5405405405405406,6.429100507328637
