Arm,N_Covariates,N_SMD_gt_0.1,Pct_SMD_gt_0.1,N_SMD_gt_0.25,Pct_SMD_gt_0.25,Max_Abs_SMD
TP1,74,61,0.8243243243243243,24,0.32432432432432434,6.033241251599342
TP2,74,38,0.5135135135135135,20,0.2702702702702703,3.9999999999999996
TP3,74,57,0.7702702702702703,39,0.527027027027027,6.210590034081188
TP4,74,65,0.8783783783783784,53,0.7162162162162162,7.348469228349534
