Arm,N_Covariates,N_SMD_gt_0.1,Pct_SMD_gt_0.1,N_SMD_gt_0.25,Pct_SMD_gt_0.25,Max_Abs_SMD
TP1,22,21,0.9545454545454546,15,0.6818181818181818,6.033241251599342
TP2,22,18,0.8181818181818182,14,0.6363636363636364,3.9999999999999996
TP3,22,16,0.7272727272727273,14,0.6363636363636364,6.210590034081188
TP4,22,19,0.8636363636363636,16,0.7272727272727273,7.348469228349534
