Arm,N_Covariates,N_SMD_gt_0.1,Pct_SMD_gt_0.1,N_SMD_gt_0.25,Pct_SMD_gt_0.25,Max_Abs_SMD
TP1,74,60,0.8108108108108109,48,0.6486486486486487,5.887840577551898
TP2,74,68,0.918918918918919,57,0.7702702702702703,2.390457218668787
TP3,74,65,0.8783783783783784,52,0.7027027027027027,4.20883424647321
TP4,74,61,0.8243243243243243,38,0.5135135135135135,6.429100507328637
