Arm,N_Covariates,N_SMD_gt_0.1,Pct_SMD_gt_0.1,N_SMD_gt_0.25,Pct_SMD_gt_0.25,Max_Abs_SMD
TP1,22,19,0.8636363636363636,15,0.6818181818181818,5.477225575051661
TP2,22,20,0.9090909090909091,12,0.5454545454545454,5.099019513592786
TP3,22,21,0.9545454545454546,17,0.7727272727272727,8.94427190999916
TP4,22,22,1.0,19,0.8636363636363636,6.324555320336758
